epoch: 0,  train auc: 0.8256857409567566,   val auc: 0.8423434680801242,  test auc: 0.8246048903026598
epoch: 1,  train auc: 0.8499125667784461,   val auc: 0.8647430490938729,  test auc: 0.841897286267116
epoch: 2,  train auc: 0.8721271889704408,   val auc: 0.8794134272506947,  test auc: 0.8614770167436534
epoch: 3,  train auc: 0.8776637171510479,   val auc: 0.8879249611054602,  test auc: 0.8733139784352912
epoch: 4,  train auc: 0.8961449843739796,   val auc: 0.9015456906221189,  test auc: 0.8962375990166408
epoch: 5,  train auc: 0.9045144254872237,   val auc: 0.9126298506713476,  test auc: 0.9018984928295319
epoch: 6,  train auc: 0.9032339837006261,   val auc: 0.9089733740296296,  test auc: 0.9003518638758388
epoch: 7,  train auc: 0.914950798850977,   val auc: 0.9147228546836531,  test auc: 0.9112693115847957
epoch: 8,  train auc: 0.9228740420132061,   val auc: 0.9220006111958094,  test auc: 0.913783683189081
epoch: 9,  train auc: 0.929909174370981,   val auc: 0.9292974103996843,  test auc: 0.9242587785187301
epoch: 10,  train auc: 0.9315487584287362,   val auc: 0.9276663027548132,  test auc: 0.9214538274139047
epoch: 11,  train auc: 0.9395369697148886,   val auc: 0.9330519162080115,  test auc: 0.9275258994500758
epoch: 12,  train auc: 0.941050086397275,   val auc: 0.9321998950071878,  test auc: 0.9277474674207745
epoch: 13,  train auc: 0.9465483582621596,   val auc: 0.937462250858757,  test auc: 0.9301260346816187
epoch: 14,  train auc: 0.9457452322225068,   val auc: 0.9361274157416942,  test auc: 0.9333130570589966
epoch: 15,  train auc: 0.9541913690864662,   val auc: 0.9349003181114169,  test auc: 0.9343172711436205
epoch: 16,  train auc: 0.9533289182384089,   val auc: 0.9327780774017143,  test auc: 0.9324220781177799
epoch: 17,  train auc: 0.9575915670111239,   val auc: 0.9369989234067655,  test auc: 0.9349636253182929
epoch: 18,  train auc: 0.9594484439431791,   val auc: 0.9333837876997936,  test auc: 0.9353138755946849
epoch: 19,  train auc: 0.9645766655564362,   val auc: 0.9349933046952322,  test auc: 0.9382635270755204
epoch: 20,  train auc: 0.9601626662314758,   val auc: 0.9352381570542586,  test auc: 0.9328680147384679
epoch: 21,  train auc: 0.9647551085243612,   val auc: 0.936516024305695,  test auc: 0.933699688172793
epoch: 22,  train auc: 0.9601462289248198,   val auc: 0.9333982788066288,  test auc: 0.9279286466266488
epoch: 23,  train auc: 0.9737161452134563,   val auc: 0.9384360534463045,  test auc: 0.9382462712266848
epoch: 24,  train auc: 0.970961812211553,   val auc: 0.9319239532036921,  test auc: 0.9324618777872853
epoch: 25,  train auc: 0.974007475612515,   val auc: 0.9373518065366948,  test auc: 0.9301971012419289
epoch: 26,  train auc: 0.9774361843104303,   val auc: 0.9370827597446897,  test auc: 0.9355438277736416
epoch: 27,  train auc: 0.9754033214641057,   val auc: 0.930801800481523,  test auc: 0.9314166162054291
epoch: 28,  train auc: 0.9786368198654068,   val auc: 0.9280824760183848,  test auc: 0.930810631204472
epoch: 29,  train auc: 0.9848357556193574,   val auc: 0.935057014712933,  test auc: 0.9342834268403167
epoch: 30,  train auc: 0.9874777135428365,   val auc: 0.9259398140296423,  test auc: 0.9304906494599601
epoch: 31,  train auc: 0.9825647598661691,   val auc: 0.925781692544084,  test auc: 0.9290138888412552
epoch: 32,  train auc: 0.9876695992522861,   val auc: 0.9344808617526683,  test auc: 0.929366090681884
epoch: 33,  train auc: 0.9845062777023428,   val auc: 0.9244717966067288,  test auc: 0.9265909522155292
epoch: 34,  train auc: 0.9894923281226259,   val auc: 0.9383066933851679,  test auc: 0.9300426942437884
epoch: 35,  train auc: 0.9926216199645213,   val auc: 0.9255879245556947,  test auc: 0.931833192868788
epoch: 36,  train auc: 0.9903404302912849,   val auc: 0.9316343362361165,  test auc: 0.9314203521455318
epoch: 37,  train auc: 0.9929097365774624,   val auc: 0.9323404993026214,  test auc: 0.9302578956560511
epoch: 38,  train auc: 0.9969469578877179,   val auc: 0.9291687457397166,  test auc: 0.9304415316372736
epoch: 39,  train auc: 0.9962656144517854,   val auc: 0.9318030115947117,  test auc: 0.9311702350328858
epoch: 40,  train auc: 0.9910561658924956,   val auc: 0.928680509304372,  test auc: 0.9274127768660512
epoch: 41,  train auc: 0.9967495572444728,   val auc: 0.9224838075233023,  test auc: 0.9292279712372878
epoch: 42,  train auc: 0.9979359500930468,   val auc: 0.925321139764397,  test auc: 0.9253761750894709
epoch: 43,  train auc: 0.9977118057168858,   val auc: 0.9226297295848388,  test auc: 0.9204189918468205
epoch: 44,  train auc: 0.9957764655298095,   val auc: 0.9171496565415979,  test auc: 0.9209702243805706
epoch: 45,  train auc: 0.9982965512684513,   val auc: 0.9319453092956389,  test auc: 0.9281012329990358
epoch: 46,  train auc: 0.996674280902577,   val auc: 0.9147198111427561,  test auc: 0.921846945414497
epoch: 47,  train auc: 0.9986605297854856,   val auc: 0.9279105882930657,  test auc: 0.9278545114786254
epoch: 48,  train auc: 0.9991587739951798,   val auc: 0.9241722907893897,  test auc: 0.9256828038200997
