epoch: 0,  train auc: 0.6690042350261847,   val auc: 0.6922502201558647,  test auc: 0.6607336053282775
epoch: 1,  train auc: 0.6665151113656383,   val auc: 0.6746673964225453,  test auc: 0.6810558305291909
epoch: 2,  train auc: 0.669085379799507,   val auc: 0.6815008506847562,  test auc: 0.6867576365171637
epoch: 3,  train auc: 0.7326772524673048,   val auc: 0.7488615676946722,  test auc: 0.7314255438292481
epoch: 4,  train auc: 0.7331589106275526,   val auc: 0.7428461273957842,  test auc: 0.730073437560807
epoch: 5,  train auc: 0.7277671326209878,   val auc: 0.7275822262800904,  test auc: 0.7251937944988551
epoch: 6,  train auc: 0.7191379486456919,   val auc: 0.7539394160999043,  test auc: 0.7205971669124074
epoch: 7,  train auc: 0.7368025172788822,   val auc: 0.74661430042681,  test auc: 0.7300361644038549
epoch: 8,  train auc: 0.7136982507590701,   val auc: 0.7571812793585486,  test auc: 0.7260971324841694
epoch: 9,  train auc: 0.7446561871602887,   val auc: 0.7565143197622222,  test auc: 0.7282576932210811
epoch: 10,  train auc: 0.748890478834066,   val auc: 0.7709825877458981,  test auc: 0.7252209098246398
epoch: 11,  train auc: 0.7510553062027282,   val auc: 0.7695781181103836,  test auc: 0.7283881013426721
epoch: 12,  train auc: 0.7520759234657394,   val auc: 0.7771270534336134,  test auc: 0.7284606041142251
epoch: 13,  train auc: 0.7455726119387313,   val auc: 0.7694488844714626,  test auc: 0.7231732092011416
epoch: 14,  train auc: 0.7534366920838602,   val auc: 0.7697604180998536,  test auc: 0.7308674071532967
epoch: 15,  train auc: 0.7489512971639254,   val auc: 0.7540285180819124,  test auc: 0.7361185820008618
epoch: 16,  train auc: 0.7560326262661068,   val auc: 0.7683284910783768,  test auc: 0.7341446591741131
epoch: 17,  train auc: 0.7551222058813021,   val auc: 0.7773566529410922,  test auc: 0.7264689285625094
epoch: 18,  train auc: 0.7539021022834749,   val auc: 0.7747446335058845,  test auc: 0.7361340624195589
epoch: 19,  train auc: 0.7563125481308031,   val auc: 0.788213009467014,  test auc: 0.7263278000085356
epoch: 20,  train auc: 0.7519251025040978,   val auc: 0.7771905968625267,  test auc: 0.7379937067525624
epoch: 21,  train auc: 0.7539555942503033,   val auc: 0.8001905931201889,  test auc: 0.7226963411971858
epoch: 22,  train auc: 0.758069911981473,   val auc: 0.7785298482261869,  test auc: 0.7250523280997465
epoch: 23,  train auc: 0.7617754103707532,   val auc: 0.784315417771482,  test auc: 0.730195896680295
epoch: 24,  train auc: 0.7587909746464374,   val auc: 0.7704235401121747,  test auc: 0.7223549612117118
epoch: 25,  train auc: 0.7554996399670223,   val auc: 0.7788776382105901,  test auc: 0.7279386049914354
epoch: 26,  train auc: 0.7659342274135117,   val auc: 0.7880343682731936,  test auc: 0.728817744239201
epoch: 27,  train auc: 0.7617436964013772,   val auc: 0.7870208356860531,  test auc: 0.7249224967532484
epoch: 28,  train auc: 0.7677793224804993,   val auc: 0.7970850722179478,  test auc: 0.7441870754717037
epoch: 29,  train auc: 0.769492343085018,   val auc: 0.7885503133841045,  test auc: 0.7307345103710039
epoch: 30,  train auc: 0.7681927382092637,   val auc: 0.7846748538745488,  test auc: 0.7257355379295116
epoch: 31,  train auc: 0.7697424454617672,   val auc: 0.7911848624635811,  test auc: 0.7202891252927678
epoch: 32,  train auc: 0.7725821468476514,   val auc: 0.7881865272902648,  test auc: 0.7242170840436716
epoch: 33,  train auc: 0.7680475557634128,   val auc: 0.7815827163062098,  test auc: 0.7267968563504487
epoch: 34,  train auc: 0.7706551490491311,   val auc: 0.7980847279595563,  test auc: 0.7282953150716193
epoch: 35,  train auc: 0.7746991943821239,   val auc: 0.8095622154860141,  test auc: 0.7172384637178872
epoch: 36,  train auc: 0.7788574475312067,   val auc: 0.7857104071847016,  test auc: 0.7289437186511083
epoch: 37,  train auc: 0.7837032916174353,   val auc: 0.7998958707337808,  test auc: 0.7288876417256198
epoch: 38,  train auc: 0.7708218997935715,   val auc: 0.780203101517518,  test auc: 0.7264778157718321
epoch: 39,  train auc: 0.7687492099002103,   val auc: 0.8055571775654918,  test auc: 0.7211266743915287
epoch: 40,  train auc: 0.7930535447155862,   val auc: 0.8047800348477694,  test auc: 0.7235684029706584
epoch: 41,  train auc: 0.7863406625149957,   val auc: 0.8070233940142408,  test auc: 0.716943422307714
epoch: 42,  train auc: 0.7931923589454268,   val auc: 0.7953262923081382,  test auc: 0.7400363824592425
epoch: 43,  train auc: 0.7970737489891275,   val auc: 0.8029560430134037,  test auc: 0.7243361236998086
epoch: 44,  train auc: 0.7993550169310677,   val auc: 0.8178090733347789,  test auc: 0.7337223248668328
epoch: 45,  train auc: 0.7983877598828593,   val auc: 0.8138108013776206,  test auc: 0.7217056466192133
epoch: 46,  train auc: 0.7821581104026831,   val auc: 0.7688822496880469,  test auc: 0.7131616906894098
epoch: 47,  train auc: 0.7963811905334801,   val auc: 0.78056469940772,  test auc: 0.7193172883823336
epoch: 48,  train auc: 0.7940497652128015,   val auc: 0.800836252210089,  test auc: 0.7154817131599371
epoch: 49,  train auc: 0.8110445341801548,   val auc: 0.7838360618645133,  test auc: 0.7167274324220564
epoch: 50,  train auc: 0.8171160872958444,   val auc: 0.7995048075466077,  test auc: 0.7176282099868105
epoch: 51,  train auc: 0.8226923414700513,   val auc: 0.8010367722482903,  test auc: 0.7153946533418061
epoch: 52,  train auc: 0.8247180954921122,   val auc: 0.794642734232742,  test auc: 0.7176904611228585
epoch: 53,  train auc: 0.8271041594491673,   val auc: 0.798429400686609,  test auc: 0.7164296624892011
epoch: 54,  train auc: 0.8290079450272513,   val auc: 0.8011377451460595,  test auc: 0.713390382314239
epoch: 55,  train auc: 0.8315915420783704,   val auc: 0.7985415939570784,  test auc: 0.7145438186606845
epoch: 56,  train auc: 0.8330887612620372,   val auc: 0.8011552051333135,  test auc: 0.7140120673698005
epoch: 57,  train auc: 0.8349785149799521,   val auc: 0.8009840623003857,  test auc: 0.710779518582757
epoch: 58,  train auc: 0.8378949888564472,   val auc: 0.7984043391673445,  test auc: 0.7144024831600095
epoch: 59,  train auc: 0.8398448371887767,   val auc: 0.7969497915481133,  test auc: 0.7122929147959076
epoch: 60,  train auc: 0.8426736085112181,   val auc: 0.7949365139169104,  test auc: 0.7148658832590284
epoch: 61,  train auc: 0.8446238904758546,   val auc: 0.7949362593278688,  test auc: 0.7138648348333453
epoch: 62,  train auc: 0.847174041761318,   val auc: 0.7972280926661552,  test auc: 0.712177459750228
epoch: 63,  train auc: 0.8470504374862629,   val auc: 0.7922183777772641,  test auc: 0.7131962618509804
epoch: 64,  train auc: 0.8495153803497268,   val auc: 0.7958851385527206,  test auc: 0.7129432048412334
epoch: 65,  train auc: 0.8495682390204593,   val auc: 0.7886999655851678,  test auc: 0.7044114059876927
epoch: 66,  train auc: 0.8447731891247393,   val auc: 0.7850704565542094,  test auc: 0.7175893123758497
epoch: 67,  train auc: 0.8527896851156236,   val auc: 0.7963995072221616,  test auc: 0.7126668300725396
epoch: 68,  train auc: 0.8572377670250629,   val auc: 0.7937539734638895,  test auc: 0.7089432101772639
epoch: 69,  train auc: 0.8600953832964556,   val auc: 0.7822670812223063,  test auc: 0.7005003349382904
epoch: 70,  train auc: 0.8633776692779691,   val auc: 0.7834985089718881,  test auc: 0.7029086890049812
epoch: 71,  train auc: 0.8631608884541757,   val auc: 0.7860284440423266,  test auc: 0.7081577972307315
epoch: 72,  train auc: 0.8680509205728688,   val auc: 0.7799706211070057,  test auc: 0.7048061736993899
epoch: 73,  train auc: 0.8666260778613623,   val auc: 0.7902471384140339,  test auc: 0.704506516155162
epoch: 74,  train auc: 0.86957448539336,   val auc: 0.7929601246198501,  test auc: 0.7048674417672043
